column_name,what_it_measures,why_included_in_analysis,how_value_is_computed,computation_tools,narrative_summary
"max_intensity-golgi-ch,median",MEDIAN of `max_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `max_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within golgi-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-perox-ch,median",MEDIAN of `max_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `max_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within perox-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-ER-ch,median",MEDIAN of `max_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `max_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within ER-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-LD-ch,median",MEDIAN of `max_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `max_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within LD-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-mito-ch,std",STD of `max_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `max_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within mito-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-lyso-ch,std",STD of `max_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `max_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within lyso-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-golgi-ch,std",STD of `max_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `max_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within golgi-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-perox-ch,std",STD of `max_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `max_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within perox-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-ER-ch,std",STD of `max_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `max_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within ER-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"max_intensity-LD-ch,std",STD of `max_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `max_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Maximum intensity values identify bright puncta or enriched regions within LD-positive organelles, potentially indicating concentrated fluorophore labeling or locally enhanced molecular interactions."
"mean_intensity-mito-ch,mean",MEAN of `mean_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mean_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average mito-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-lyso-ch,mean",MEAN of `mean_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mean_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average lyso-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-golgi-ch,mean",MEAN of `mean_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mean_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average golgi-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-perox-ch,mean",MEAN of `mean_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mean_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average perox-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-ER-ch,mean",MEAN of `mean_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mean_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average ER-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-LD-ch,mean",MEAN of `mean_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mean_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average LD-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-mito-ch,median",MEDIAN of `mean_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mean_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average mito-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-lyso-ch,median",MEDIAN of `mean_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mean_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average lyso-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-golgi-ch,median",MEDIAN of `mean_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mean_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average golgi-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-perox-ch,median",MEDIAN of `mean_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mean_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average perox-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-ER-ch,median",MEDIAN of `mean_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mean_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average ER-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-LD-ch,median",MEDIAN of `mean_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mean_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average LD-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-mito-ch,std",STD of `mean_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mean_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average mito-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-lyso-ch,std",STD of `mean_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mean_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average lyso-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-golgi-ch,std",STD of `mean_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mean_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average golgi-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-perox-ch,std",STD of `mean_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mean_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average perox-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-ER-ch,std",STD of `mean_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mean_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average ER-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"mean_intensity-LD-ch,std",STD of `mean_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mean_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Mean intensity quantifies average LD-channel fluorescence per organelle, providing an integrated measure of molecular content and labeling intensity. This metric reflects both molecular abundance and local concentration."
"standard_deviation_intensity-mito-ch,mean",MEAN of `standard_deviation_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `standard_deviation_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in mito-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-lyso-ch,mean",MEAN of `standard_deviation_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `standard_deviation_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in lyso-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-golgi-ch,mean",MEAN of `standard_deviation_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `standard_deviation_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in golgi-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-perox-ch,mean",MEAN of `standard_deviation_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `standard_deviation_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in perox-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-ER-ch,mean",MEAN of `standard_deviation_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `standard_deviation_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in ER-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-LD-ch,mean",MEAN of `standard_deviation_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `standard_deviation_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in LD-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-mito-ch,median",MEDIAN of `standard_deviation_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `standard_deviation_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in mito-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-lyso-ch,median",MEDIAN of `standard_deviation_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `standard_deviation_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in lyso-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-golgi-ch,median",MEDIAN of `standard_deviation_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `standard_deviation_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in golgi-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-perox-ch,median",MEDIAN of `standard_deviation_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `standard_deviation_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in perox-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-ER-ch,median",MEDIAN of `standard_deviation_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `standard_deviation_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in ER-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-LD-ch,median",MEDIAN of `standard_deviation_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `standard_deviation_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in LD-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-mito-ch,std",STD of `standard_deviation_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `standard_deviation_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in mito-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-lyso-ch,std",STD of `standard_deviation_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `standard_deviation_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in lyso-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-golgi-ch,std",STD of `standard_deviation_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `standard_deviation_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in golgi-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-perox-ch,std",STD of `standard_deviation_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `standard_deviation_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in perox-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-ER-ch,std",STD of `standard_deviation_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `standard_deviation_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in ER-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"standard_deviation_intensity-LD-ch,std",STD of `standard_deviation_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `standard_deviation_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Intensity standard deviation within organelles captures heterogeneity in LD-channel labeling, indicating uneven spatial distribution of molecular content or variable fluorophore binding."
"sum_intensity-mito-ch,mean",MEAN of `sum_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `sum_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated mito-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-lyso-ch,mean",MEAN of `sum_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `sum_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated lyso-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-golgi-ch,mean",MEAN of `sum_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `sum_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated golgi-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-perox-ch,mean",MEAN of `sum_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `sum_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated perox-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-ER-ch,mean",MEAN of `sum_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `sum_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated ER-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-LD-ch,mean",MEAN of `sum_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `sum_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated LD-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-mito-ch,median",MEDIAN of `sum_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `sum_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated mito-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-lyso-ch,median",MEDIAN of `sum_intensity-lyso-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `sum_intensity-lyso-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated lyso-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-golgi-ch,median",MEDIAN of `sum_intensity-golgi-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `sum_intensity-golgi-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated golgi-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-perox-ch,median",MEDIAN of `sum_intensity-perox-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `sum_intensity-perox-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated perox-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-ER-ch,median",MEDIAN of `sum_intensity-ER-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `sum_intensity-ER-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated ER-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-LD-ch,median",MEDIAN of `sum_intensity-LD-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `sum_intensity-LD-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated LD-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
"sum_intensity-mito-ch,std",STD of `sum_intensity-mito-ch` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `sum_intensity-mito-ch` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","Total integrated mito-channel intensity per organelle provides a proxy for total molecular content, combining information about organelle size and mean labeling intensity."
