column_name,what_it_measures,why_included_in_analysis,how_value_is_computed,computation_tools,narrative_summary
"mitoXlyso_volume,mean",MEAN of `mitoXlyso_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXlyso_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXlyso_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXgolgi_volume,mean",MEAN of `mitoXgolgi_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXgolgi_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXgolgi_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXperox_volume,mean",MEAN of `mitoXperox_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXperox_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXperox_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXER_volume,mean",MEAN of `mitoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXLD_volume,mean",MEAN of `mitoXLD_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXLD_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXLD_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXperox_volume,mean",MEAN of `lysoXperox_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `lysoXperox_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of lysoXperox_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXER_volume,mean",MEAN of `lysoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `lysoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of lysoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"golgiXER_volume,mean",MEAN of `golgiXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `golgiXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of golgiXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"peroxXER_volume,mean",MEAN of `peroxXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `peroxXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of peroxXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlysoXER_volume,mean",MEAN of `mitoXlysoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXlysoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXlysoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlyso_volume,median",MEDIAN of `mitoXlyso_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXlyso_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXlyso_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXgolgi_volume,median",MEDIAN of `mitoXgolgi_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXgolgi_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXgolgi_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXperox_volume,median",MEDIAN of `mitoXperox_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXperox_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXperox_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXER_volume,median",MEDIAN of `mitoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXLD_volume,median",MEDIAN of `mitoXLD_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXLD_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXLD_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXperox_volume,median",MEDIAN of `lysoXperox_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `lysoXperox_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of lysoXperox_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXER_volume,median",MEDIAN of `lysoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `lysoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of lysoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"golgiXER_volume,median",MEDIAN of `golgiXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `golgiXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of golgiXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"peroxXER_volume,median",MEDIAN of `peroxXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `peroxXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of peroxXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlysoXER_volume,median",MEDIAN of `mitoXlysoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXlysoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXlysoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlyso_volume,std",STD of `mitoXlyso_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXlyso_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXlyso_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXgolgi_volume,std",STD of `mitoXgolgi_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXgolgi_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXgolgi_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXperox_volume,std",STD of `mitoXperox_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXperox_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXperox_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXER_volume,std",STD of `mitoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXLD_volume,std",STD of `mitoXLD_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXLD_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXLD_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXperox_volume,std",STD of `lysoXperox_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `lysoXperox_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of lysoXperox_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXER_volume,std",STD of `lysoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `lysoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of lysoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"golgiXER_volume,std",STD of `golgiXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `golgiXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of golgiXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"peroxXER_volume,std",STD of `peroxXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `peroxXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of peroxXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlysoXER_volume,std",STD of `mitoXlysoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXlysoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXlysoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
